cycle_idx,start,end,length,stat_score_raw,dl_score_raw,stat_score_norm,dl_score_norm,fused_score,is_anomaly,detection_type,stat_flagged,dl_flagged
1,1929,3857,1929,,,,,0.0,False,TEMPLATE,False,False
2,3858,5786,1929,,,,,0.0,False,TEMPLATE,False,False
3,5787,7715,1929,,,,,0.0,False,TEMPLATE,False,False
4,7716,9644,1929,,,,,0.0,False,TEMPLATE,False,False
5,9645,11573,1929,,,,,0.0,False,TEMPLATE,False,False
6,11574,13502,1929,,,,,0.0,False,TEMPLATE,False,False
7,13503,15431,1929,,,,,0.0,False,TEMPLATE,False,False
8,15432,17360,1929,,,,,0.0,False,TEMPLATE,False,False
9,17361,19289,1929,,,,,0.0,False,TEMPLATE,False,False
10,19290,21218,1929,,,,,0.0,False,TEMPLATE,False,False
11,21219,23147,1929,,,,,0.0,False,TEMPLATE,False,False
12,23148,25076,1929,,,,,0.0,False,TEMPLATE,False,False
13,25077,27005,1929,,,,,0.0,False,TEMPLATE,False,False
14,27006,28934,1929,,,,,0.0,False,TEMPLATE,False,False
15,28935,30863,1929,,,,,0.0,False,TEMPLATE,False,False
16,30864,32792,1929,,,,,0.0,False,TEMPLATE,False,False
17,32793,34721,1929,,,,,0.0,False,TEMPLATE,False,False
18,34722,36650,1929,,,,,0.0,False,TEMPLATE,False,False
19,36651,38579,1929,3.438375249511113,,0.0,,0.0,False,STAT_ONLY,True,False
20,38580,40508,1929,,,,,0.0,False,TEMPLATE,False,False
21,40509,42437,1929,,,,,0.0,False,TEMPLATE,False,False
22,42438,44366,1929,,,,,0.0,False,TEMPLATE,False,False
23,44367,46295,1929,,,,,0.0,False,TEMPLATE,False,False
24,46296,48224,1929,,,,,0.0,False,TEMPLATE,False,False
25,48225,50153,1929,3.0228563690467665,0.12267951155943728,0.0,0.0017321665942252175,0.0015444729430543357,False,NORMAL,False,False
26,50154,52082,1929,7.626785244587799,42.92526417473952,1.0,1.0,1.0,True,BOTH,True,True
27,52083,54011,1929,4.070908109526167,9.420496144491525,1.0,0.22053218144693118,0.3049935498408108,False,STAT_ONLY,True,False
28,54012,55940,1929,4.291333382562421,0.29799380328471736,1.0,0.005857734041696634,0.11358073961349595,False,STAT_ONLY,True,False
29,55941,57869,1929,5.104908321676098,0.2990029984050327,1.0,0.005881482833056121,0.11360191503958213,False,STAT_ONLY,True,False
30,57870,59798,1929,8.922024089833114,35.65265347339489,1.0,0.8378380113826828,0.8554095173949722,True,BOTH,True,True
31,59799,61727,1929,7.826609338382564,38.1552179676515,1.0,0.8967293801986459,0.90791955079414,True,BOTH,True,True
32,61728,63656,1929,6.467371490900001,35.5307085044958,1.0,0.8349683526165773,0.8528508083569244,True,BOTH,True,True
