cycle_idx,start,end,length,stat_score_raw,dl_score_raw,stat_score_norm,dl_score_norm,fused_score,is_anomaly,detection_type,stat_flagged,dl_flagged
1,1979,3957,1979,,0.15716420878069823,,0.03606344549787659,0.03606344549787659,False,TEMPLATE,False,False
2,3958,5936,1979,,0.1981368349084665,,0.06862731630708402,0.06862731630708402,False,TEMPLATE,False,False
3,5937,7915,1979,,0.17668952116596134,,0.05158160506227447,0.05158160506227447,False,TEMPLATE,False,False
4,7916,9894,1979,,0.10556222698478786,,0.0,0.0,False,TEMPLATE,False,False
5,9895,11873,1979,,0.1475590228672243,,0.028429518587519163,0.028429518587519163,False,TEMPLATE,False,False
6,11874,13852,1979,,0.18874753643090283,,0.061164970553140394,0.061164970553140394,False,TEMPLATE,False,False
7,13853,15831,1979,,0.11178833568744637,,0.0,0.0,False,TEMPLATE,False,False
8,15832,17810,1979,,0.1726545538689,,0.04837472851569565,0.04837472851569565,False,TEMPLATE,False,False
9,17811,19789,1979,,0.17425032908067806,,0.04964300499069706,0.04964300499069706,False,TEMPLATE,False,False
10,19790,21768,1979,,0.2458998963783314,,0.10658803081697994,0.10658803081697994,False,TEMPLATE,False,False
11,21769,23747,1979,2.9473301080246674,0.14370695139600517,0.0,0.025368002409731367,0.008120969897372515,False,STAT_ONLY,True,False
12,23748,25726,1979,5.365220697931575,0.7097455206697946,0.8883126787950303,0.4752392599996407,0.7560769297888226,True,STAT_ONLY,True,False
13,25727,27705,1979,5.644405062621704,0.16536972909105113,1.0,0.042584958238490705,0.6935060708424459,True,STAT_ONLY,True,False
14,27706,29684,1979,,0.14106923038208927,,0.023271617226608428,0.023271617226608428,False,TEMPLATE,False,False
15,29685,31663,1979,,0.23872882228223952,,0.10088866632664456,0.10088866632664456,False,TEMPLATE,False,False
16,31664,33642,1979,,0.2056417935786562,,0.07459204270276087,0.07459204270276087,False,TEMPLATE,False,False
17,33643,35621,1979,,0.17398805721421487,,0.049434558816176435,0.049434558816176435,False,TEMPLATE,False,False
18,35622,37600,1979,,0.29635800961060105,,0.14669069534837076,0.14669069534837076,False,TEMPLATE,False,False
19,37601,39579,1979,,0.12955776336699878,,0.014122632645173272,0.014122632645173272,False,TEMPLATE,False,False
20,39580,41558,1979,,0.16612162830790989,,0.04318254622035401,0.04318254622035401,False,TEMPLATE,False,False
21,41559,43537,1979,,0.1503921412725133,,0.030681200025983103,0.030681200025983103,False,TEMPLATE,False,False
22,43538,45516,1979,1.1801302741011508,0.12102468343901078,0.0,0.007340784893624775,0.0023499797966490725,False,NORMAL,False,False
23,45517,47495,1979,1.7054910966298211,0.1674863388761878,0.0,0.044267179128646986,0.014171097248375966,False,DL_ONLY,False,True
24,47496,49474,1979,1.564058162553042,0.25836778723600284,0.0,0.11649715370030306,0.03729382641365646,False,DL_ONLY,False,True
25,49475,51453,1979,5.886788626439346,0.4035234896221448,1.0,0.23186275230709055,0.7540989091371365,True,BOTH,True,True
26,51454,53432,1979,6.813836915310429,0.9433003073489226,1.0,0.6608619212509463,0.8914329128446744,True,BOTH,True,True
27,53433,55411,1979,7.6743659534648705,1.7739733523792691,1.0,1.0,1.0,True,BOTH,True,True
28,55412,57390,1979,7.398507940996728,0.949562007630313,1.0,0.6658385414552095,0.8930260608670024,True,BOTH,True,True
29,57391,59369,1979,6.620383696320857,0.9313671555784013,1.0,0.6513777936924602,0.8883967922561743,True,BOTH,True,True
